PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,3 tahun lalu,Latifah Kusuma,Local Guide,858 ulasan,"Pelayanan kurang ramah. Menu lengkap sesuai standar Kfc. Lokasi di foodcourt pojok, nyaman. Ruang cukup luas. Banyak spot hiasan dinding yang menarik. Fast cleaning, suka banget mbak cleaning responsif. So, ruang makan selalu bersih. Ada view mall dan segala hiruk pikuknya. Nice place",4
,,3 tahun lalu,Yulie Dwia,Local Guide,27 ulasan,Pelayanannya ramah dan bagus. Makanan enak. Luas banyak kursi juga. Jangan lupa #budayabeberes dari diri sendiri. Setelah makan sampahnya ditaruh di tempat sampah yang sudah disediakan,5
,,10 bulan lalu,rita lisdiana,Local Guide,148 ulasan,"Jalan-jalan di galery mall....jajan es krim super murah...goceng an....
Cream puff nya hemmmmm lembut bingits.....gak nyesel dech....
Sundae nya lembut dengan taburan kacang n coklat..... tempatnya orang ngadem nyaman....",5
,,9 bulan lalu,Arbie Febrianto,Local Guide,54 ulasan,"Salah satu outlet KFC yang ada di Yogya, tempat cukup luas, tersedia kursi baby, untuk paket promo sering tersedia di sini. Berada di dalam galeria mall",5
,,4 tahun lalu,Dewi Supraba,Local Guide,141 ulasan,"Review :

Lokasi didalam mall galeria lt.3 paling atas sebelah kids fun

Tempat
Konsep modern dgn pilihan warna warni yang pas. Sudah banyak perubahan. Smakin baik dan sangat nyaman dari yang sebelumnya. Dan satu2nya tempat makan indoor digaleria yang boleh smooking.

Menu :
Variatif menu lumayan banyak. Dan menurut saya rasa masakannya enak.

Harga : standart cafe 10rb up

Pelayanannya juga sangat ramah dan cekatan.

Overall sangat baik

Sukses untuk fun cafe",5
,,4 bulan lalu,Kristiyandono Kahono,Local Guide,32 ulasan,"Kalo disini sich udah makan dari jaman masih pacaran, sampe punya anak dua....hihihihii...!",5
,,11 bulan lalu,Syekh Nurfansyah,Local Guide,229 ulasan,"Beeeeh..tempat nyaman, bersih, mkanan gerrrrr wenakeeee",5
,,setahun lalu,nala sahita,Local Guide,160 ulasan,"pelayanan nya ramah, makanan minuman nya selalu enak sih. tiap ke galeria pasti kesini buat makan/minum. gak terlalu ramai, jadi tempatnya nyaman walaupun sering sendirian🤭 …",5
,,4 bulan lalu,Guntur Setyo,Local Guide,136 ulasan,"Pelayanan Baik, staff cepat tanggap ketika antrian mulai banyak.

Penyajian cepat, komunikasi baik",5
,,3 tahun lalu,Primadewa Aji Nugroho,Local Guide,415 ulasan,Antrian loketnya masih belom tertib. Karena belom ada separasi atau garis yang menunjukan jalur antrian. Lokasinya ada didalam Galeria mall bisa sekalian jalan2 dalam mall.,4
