PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,4 bulan lalu,Muhamad Rohmi,Local Guide,124 ulasan,"Seruuuu banget,
Masuknya bayar 100rb dapet beer",5
,,4 tahun lalu,Wanda Ishak,Local Guide,453 ulasan,"Club terbesar di jogja. Meluangkan waktu untuk bersosialita dimalam hari, club ini kebanyakan pengunjung adalah anak3 muda. Datang dengan pasangan ataupun dengan teman2

Suasana nyaman dan relax bisa kita dapatkan disana. Mendengarkan live music dengan suara keras dan lagu2 terkini menggoda tubuh untuk ikut bergoyang",3
,,3 tahun lalu,Sperak Speed,Local Guide,205 ulasan,"Tempat nongkrong yang asiik, masa kini dan hiburan malam yang sangat terkenal dijogja. Tempat sangat nyaman dan luas",5
,,8 bulan lalu,Agung Santosa,Local Guide,277 ulasan,Belum pernah masuk tapi selatanya boshe itu rumah kerabat saya,3
,,4 bulan lalu,dR jbi,-,1 ulasan,"Tolong dong jangan main rantai"" motor orang... Lalu didenda jg pas mau ambil...",1
,,3 tahun lalu,Naufal Alif,Local Guide,62 ulasan,"Lumayan bagus music dj nya, walau kadang suka ganti secara tiba tiba. Minuman juga ada variasi rasa enak walau harga agak mahal. Sesuai kualitas",4
,,setahun lalu,Elzara,Local Guide,34 ulasan,"Boshe Vvip Club di Jogja tempat yang memang selalu di Rindukan.
Ini tempat yang sangat sepesial.
Tempat ini banyak menyimpan semua kenanganku dengan sahabat ❤😍 …",5
,,10 bulan lalu,Marlond F,Local Guide,22 ulasan,"Club di jogja yang hits, cuma rame banget disini, music nya enak-enak, entertainment nya juga menarik",4
,,8 bulan lalu,Vania Aprilia,-,36 ulasan,"Masa saya duduk di bar di usir sama bapak spv nya yg pake jas,  kan saya sudah wa admin kalau di bar itu bukan open table, baru enak"" pesen dan minum koq di usir sihhh,
Atau karena spv nya kenal sama orang yg baru dateng itu yaa???
Gimana sih pelayanannya bos???

Lagu deejay nya juga kurang joss,  kurng mantep,  krg kreatif main dj nya",1
,,setahun lalu,Ayu Wulandari,Local Guide,29 ulasan,Tempatnya seru buat bersenang-senang.,5
,,4 tahun lalu,Manarul Hidayat,Local Guide,50 ulasan,"Masuk 90k-free beer bali hai (kalo tidak ada event)
Smirnoff one shot/loki : 95K
Kadang DJ nya bikin dongkol mending live music nya",4
,,11 bulan lalu,Nazzil Seban,Local Guide,75 ulasan,"Tempatnya enak sih, tapi banyak abg labil jadi kurang seru",4
,,5 bulan lalu,Vincent Yoga,Local Guide,206 ulasan,"Tempatnya asik, enak buat melepas stres, cm sayang masuknya pakai tangga.",4
,,setahun lalu,Sabita Yusti,-,9 ulasan,"Sebenernya aku suka sm pelayanan beberapa gro disana, tapi sorry banget yang di depan pintu masuk mba mbanya ketus, gak ramah, kita sebagai orang awam kan perlu dijelasin yaa tentang promo dan diskonnya apa aja. Bener2 hospitalitynya kureng bgt, mungkin itu salah satu oknum. Soalnya yg didalem ramah2 loh. Lupa inget namanya, pokonya dia didepann orangnya tingginya 165 kuncir dua.",1
,,4 tahun lalu,Alex Darmawan,Local Guide,106 ulasan,Tmptnya asik bt ajeb2..sound nya jg keren bgt..ga nyesel klo di jogja mampir kesini..,5
,,setahun lalu,Dewangga Evi,-,1 ulasan,"Soundnya bagus, lightingnya bagus, keamanannya bagus, hanya waiters perempuannya bikin ganyaman pengunjung apalagi notabennya yg baru kesana, tidak ramah memperlakukan yg FDC dengan yg Reservasi. Selebihnya ini tempat rekomendasi banget",3
,,11 bulan lalu,Dimas Yuwono,Local Guide,112 ulasan,"Sekalipun muncul berbagai tempat baru seperti PL*T*N*M dan SAYAP SUCI.. tetap tempat ini lebih asik untuk suasana party.
Kalo tempat sebelah lebih enak untuk dengar live music.",5
,,6 bulan lalu,Warteg Rizquna,-,6 ulasan,Kalau kesini jan lupa bawa uang yang banyak!!next tanggal 18 berangkat lagi,5
,,4 tahun lalu,Tinus Randa,Local Guide,225 ulasan,"Club malam yang Sangat bagus, tapi yang di bawah umur jangan Coba-coba masuk ya",5
