PLACE NAME,LINK,TIME,NAME,EXPERIENCE,NUMBER OF REVIEW,REVIEW,STAR
,,setahun lalu,Maulyda Pritha,Local Guide,60 ulasan,"Kesini emang udah sering, tapi baru kali ini bete super bete. Awalnya pesen coca Rum. Cuma aku nyebut nya coco rum. Kelar order dan bayar aku tinggal ke toilet. Kelar itu, yang jadi Regal Rum. Coca sama Regal itu jauh bgt. Mas nya dengan enaknya bilang coco Rum ngga ada mba. Adanya Regal Rum. Yang saya omongkan jelas jelas ngga ada kata kata Regal nya. Ngga ada inisiatif ganti. Dan aku order lagi coca Rum size Reguler",2
,,11 bulan lalu,Dimas Bagus,Local Guide,277 ulasan,"Karyawannya lebih baik di training lagi,jangan asal rekrut jadinya gini
Saya pesen menu lewat pick up gojek lalu waktu sama mau dine in malah blg gak boleh dine in soalnya pesennya pick up, lah kan yo sama aja sama sama beli. Saat ditanya wifi sama pasawordnya karyawannya blg gak tau soalnya biasanya di struk

Lah kan juga password wifi tiap customer sama
Kenapa engga dihafalin aja itu password wifinya

Kirain bakalan secepet apa wifinya ternyata lemot,

Tanggapan dr balasan : urusan potongan 50% dari pihak gojek kepada resto ya urusan resto dan pihak gojek,customer gak mau tau alasan tersebut karena customer disini cuman membeli apa yang di sediakan. Ikuti resto resto lain kalau gak mau keuntungan kalian jdi lebih sedikit grgr potongan dr pihak gojek

Resto lain menaikkan harganya dari harga jika melalukan pembelian offline tanpa aplikasi,kalau alasan gak boleh di dine in karena tempatnya full masih agak bisa diterima,tp melihat tanggapan kalian gak diperbolehkan karena potongan dari pihak gojek yang hampir 50% kepada resto,itu gak make sense sama permasalahannya sih.

Tenang saja kemarin saya dine in disana gak sampai 30 menit,jadi gak menimbulkan kerugian yang signifikan buat resto kalian

Sekian terimakasih,sukses selalu

Saya baru cek tanggapan kalian sudah kalian hapus, tapi saya sudah capture sebelumnya",1
,,setahun lalu,Nur Rohman,Local Guide,153 ulasan,"Tempat asik nyaman, parkir poll luasnya, harga lumayan standart kafe jogja, nyaman buat nongki nongki, ngerjain tugas",5
,,3 tahun lalu,Aditya Ari,-,7 ulasan,Tempatnya nyaman harganya murah pelayannya oke. Untuk rasa kopi ya standar. Untuk yang mau beli paket bisa pake tumbler biar lebih mengurangi sampah plastik :),5
,,3 tahun lalu,Darma Sitompul,Local Guide,24 ulasan,"Recomended banget, harga masih normal lah tempat nyaman cocok buat yang mau mgumpul sama temem temem",5
,,2 tahun lalu,Andri Nur,Local Guide,23 ulasan,"Buat nugas nyaman tempatnya. Suasana heningnya bisa untuk konsentrasi. Kopinya enak lah. Wifi oke.
Doain cepet skripsi yaak..",5
,,2 tahun lalu,Julaikah,Local Guide,144 ulasan,Tempat yang lumayan nyaman untuk nongkrong hanya sayang saja menu dine in juga pakai gelas plastik yang sama dengan take away,4
,,setahun lalu,Mr Cupu,Local Guide,31 ulasan,"Tempat yang cozy banget buat nongkrong.
Ada wifi juga.
Yang suka ngopi gas kuy ke homwok caffe paris",5
,,10 bulan lalu,Anisa Kuswandari,Local Guide,94 ulasan,Tempat yg cozy buat nugas + WiFi lumayan kencang dan minumannya enak-enak,5
,,3 bulan lalu,Florensius Deri,Local Guide,70 ulasan,"Great coffee shop, tempat ngopy yg recommended di daerah jalan parangtritis",5
,,3 tahun lalu,bambang irawan,Local Guide,464 ulasan,"It's okay coffee shop, bisa bawa tumbler sendiri atau pakai gelas plastik dr sana, tp sptnya tidak ada opsi dine-in dg gelas kaca...☹️
Ada in & outdoor.
Saran: kl dr jalan paris tidak kelihatan, krn tidak ada neonbox yg menghadap jalan (yg ada hanya didepan coffee shop saja... jd harus noleh)",3
,,11 bulan lalu,Acevy,-,9 ulasan,"Bersih, pelayanannya sudah lebih baik dari yang dulu yang mana masnya dengan senang hati melayani custom menu dan hapal juga dengan pesanan saya xD soalnya dulu saya pernah ada masalah dengan mbak-mbaknya karena custom komposisi. Mushola juga ada bersih dan rapi pula. Kalau mau yang rada hening bisa di atas kalau masih sepi. Colokan juga ga pelit. kursinya lumayan buat nugas dan mejanya juga kotak wkwk. Harga standar. Itu aja dulu. Betah pokoknya. Review sebelumnya sudah saya hapus. Semoga barista Homwok Paris bisa mempertahankan pelayanannya yang bagus. Kalau bisa Homwok cabang lain disediakan mushola. Terima kasih.",5
,,setahun lalu,anindya shiners,Local Guide,15 ulasan,Tempat nyaman. Cocok buat nugas maulun nongki. Tapi wifinya aga lelet. Lantai atas cukup cozy,5
,,3 bulan lalu,Ina Damayanti,-,3 ulasan,"Niat kesini buat ngerjain tugas nyari wifi mlh wifinya gbisa digunain,tolong diperbaiki lagi",2
