,Place_ID,Place_Name,User,Review,Star
50,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,Si Timoer,"Enak buat nyantai..
Kopi Aceh Gayo favoritku",5
51,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,widodo anugroho,"Sebuah tempat dengan menu istimewa, packaging & display makanan yang juara 🖒 …",5
52,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,Sinay Ayu,Makanannya enak.... Tp pelayanan lambat,4
53,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,Maz Meiri,"Kereen, enak, free wifi..cocok utk tongkrongan anak muda...",4
54,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,Agus Triyanto,Suasana lumayan menghanyutkan,4
55,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,H&A Colds,Muantab.. Kopinya.. Rasanya.. Pas..,5
56,ChIJQdv6ziP7ei4RvDkASKT5P-s,Java INDO Cafe & Resto,Aji Sodikin,Di sini ada kopi luwak murah,5
57,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Hendry Kuswanto,Bagus buat roke,4
58,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Naws Sasmith,cocok buat orang yg suka hiburan malam,4
59,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Savannah Vet & Petcare,Belum pernah masuk sich..cuman but kepentingan anabul's care..tapi kary nya ramah2 kok ..,5
60,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,dimas rifki,Jd ke inget dulu pas masih kerja jd op di Jhon caffe😁😁 …,1
61,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Suyetno Atmojo,"Tempat yg sering Sy kunjungi utk delivery makanan, terimakasih sll gunakan layanan ojek online",5
62,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,fajar purnomo,Mantap,5
63,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Lutfi Amanda,Tempat karaoke... antar pesanan ayang beb🤭🤭🤭 …,5
64,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Gila segalanya,Tempat karaoke nyaman bagus pelayanan ramah,5
65,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,hadi tikno,"Bagus,  parkir luas",4
66,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,#PASTA SANGE,Ramaikan slur mantap,5
67,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Dredeh Rusiyanto,jos mantap,5
68,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Dedy Darma,Pertama nakal dengan teman.,5
69,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,mr danny,Ogut,5
70,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Adi Prabowo,Layanan terbaik,5
71,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Luiz Zuhria Pratama,joss lc,5
72,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,sudar jogya,Tangan tangan..,5
73,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Slamet Viera,,5
74,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Rhiyan Khecil,,5
75,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Nur Wahono,Jika,3
76,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Danang Santosa,Jost,4
77,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Johanes Yoseph,Tempat yang bagus,5
78,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Rb. Benny Haryanto,,3
79,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Erwin Joko034,,5
80,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,baru raharjo,,4
81,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,Jhon Karaoke,Hai Mitra,,2
82,ChIJk3PtsMhbei4Rrw4dOQGrNYo,Joglo Kapal,Petrus Cahyono,Asik tempatnya buat acara santai juga rapat.,4
83,ChIJk3PtsMhbei4Rrw4dOQGrNYo,Joglo Kapal,Yosef Dian Marseko,,5
84,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Icha Afkarina,"Tempatnya cukup luas ternyata. lt.1 gabung sama distro, lt.2 ruangan AC buat nugas, lt3 rooftop toilet smoking. bisa banget buat ngerjain tugas. wifi cukup stabil walau dipake banyak orang.

menunya enak, baristanya ramah. harga medium lah ya ga terlalu pricey banget.

parkir di pinggir jalan, kalau mobil agak susah kayaknya tapi parkiran motor aman 👍",5
85,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Patricia Hoo,"Sebenernya spacenya luas bgt karena bertingkat, terutama yg lantai 2. Cuma dengan space seluas itu bisa diperbesar lagi sih barnya dan nambah staffnya, soalnya tiap hari rame. Sering gak kedapetan tempat duduk. Kopinya cukup ok ya. Yang bikin menarik sih ya karena ada toko lainnya juga dan lantai 3nya sangat instagramable. Tapi ya ituuu, rame sekali heheh. Ada photoboxnya juga 35ribu bayar via scan. Next time mau coba visit lagi pas hari tertentu.",4
86,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Kinanti Masida,Tempatnya lumayan cozy ada 3 lantai. Tapi kalau malam minggu lumayan rame. Untuk harga standart sih. Aku pesan yg paket dengan harga 25k dapat hotdog ukuran medium + minuman cup kecil. Tapi emang ukuran cupnya segitu. Ada photo box nya juga di lt. 2,4
87,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Cynthia Annisa,"JRNY ada di lantai 2 (indoor) dan 3 (outdoor dan semi indoor). Harga minuman dan makanan sangat terjangkau, banyak bundling. Lucuuu ada photobox juga di sini, harganya 35k (3x foto, diprint 2x). Di sini ada mushola juga. Parkiran juga cukup memadai.",4
88,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Ami Nizami,"Datang kesini bentar banget buat beli kaos band band an the sigit, eh hiks kosong, tapi ada kaos penebang roket jadi gaskeun beli deh. Belum pernah nongkrong lama disini karna subhanallah rame pemuda dengan skena dan kalcer terbaiknya. Tapi akan dicoba untuk selasaikan perthesisan ini disana, vibesnya bagus keknya, lebih tepatnya musik yang diputar suka hahahaha.",5
89,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Jihan Kamila,"Tempatnya nyaman banget, tapi emang ramaiiii. Jadi lumayan bingung buat milih tempat duduk, karena hampir semua penuh, padahal ada 3 lantai, tapi full. Kebetulan kesini pas malam minggu jadi rame pol.
Burgernya enak, minumannya juga oke. Untuk ordernya ada di lantai 2, setelah order nanti dikasih kaya alarm yang ketika sudah bunyi, nanti ambil orderannya sendiri.
Untuk pelayanannya juga oke, masnya yang di bar/kasir juga ramah.
Customer yang datang kesini juga tidak hanya untuk ngobrol santai, banyak juga yang sambil nugas.
Tapi ngeriiii, outfit customer disini kece-kece poooool🤣 pas jalan berasa kaya fashion show, bener bener kaya diliatin sesama customer dari atas sampe ujung bawahhhhh",4
90,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Lidwina Arin,"Ya coffee shop, ya distro baju, ya studio musik. Coffee shop yang cocok banget untuk pecinta musik indie. Konsepnya berseni banget. Tempatnya simpel, tapi memiliki sentuhan seni dan berjiwa bebas. Cocok banget nih bagi kaum muda khususnya anak kuliahan. Ada juga photo booth yang bisa kalian gunakan untuk berfoto bersama teman-teman.

Untuk minumannya saya memesan avocado coffee. Enak, rasa kopi dan alpukatnya sama-sama kuat.

Saya duduk di ruangan indoor tanpa asap rokok. Jika ingin merokok, bisa gunakan outdoor lantai dua maupun lantai tiga. Di lantai tiga tersedia toilet dan studio musik yang bisa disewa. Sedangkan lantai satu merupakan distro pakaian musik indie.",5
91,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Martinus Indra Hermawan,Coffee shop yg menggabungkan konsep perkopian dengan musik. Yang punya juga anak anak musik. Tiap minggu ada aja gigs di roof top lantai 3. Lantai 2 ada tempat indoor yg enak buat bekerja dan kadang buat sesi diskusi juga. Tiap hari Selasa ada program diskon harga kopi bagi yg pake kaos band. Menu mereka juga pake judul lagu band band indie,5
92,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Y A S,"Cocok untuk nongkrong atau nugas. Opsi makanannya tidak banyak, tapi pilihan minumannya cukup bervariasi. Kopi yg direkomendasikan baristanya enak.

Areanya cukup luas. Fasilitas umumnya juga lengkap, ada toilet dan musala. Area lantai atasnya oke buat foto-foto.",4
93,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Agustinus Ambar,"Kemarin datang ke Journey Coffee & Records karena ada acara press conference terkait kegiatan Keroncong Plesiran Vol 6 yang akan digelar tanggal 10 September 2022 di Panggung Terbuka Gunung Api Purba Nglanggeran.

Tempatnya asik, luas, bersih dan nyaman.
Menunya enak enak dengan harga yang standard caffee di Jogja.

Pelayanan juga ramah dan memuaskan.",5
94,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Corvus CO (Corvie),"Suka kesini grgr direkomenin temen promo ngopi paginya.
Dan ternyata nyantol bgt sama ambiencenya, kursinya sesuai kriteria lansia alias ada sandaran yg proper. Jarak antar meja juga sesuai kriteria krn nggk dket2 amat. Trus banyak tanaman2 lucu dan ada photobox kecil lucu.",5
95,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Asma T Mufida,"Attitude mba-mba thick hari ini tolong ya diperbaiki☺️🙏🏻. Dari awal pesen mukanya jutek banget, disuruh tunggu dulu sblm pesen ngomongnya ketus. Ditanya “udah bisa pesen?” Dia jawabnya nyolot “pesen aja”😒. Lah tadi disuruh nunggu? Trus nanya menu dia jawabnya ketus, kita nyebut “pesen kopi sama bundling psycho yg ini” dia malah bilang “baca aja ini bukan layar sentuh”😒 asli mukanya jutek bgt nada ketus jawabnya. Bikin saya nyesel pesen dan gaakan balik lagi😌. Hospitalitynya minus bgt🥱. Makanan minuman b aja🤭",1
96,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Akhilaluckyta,"Tempatnya cukup nyaman, bisa untuk santai atau sambil nugas/kerja. Pelayanannya ramah dan cukup sabar. Fasilitas cukup lengkap.

Untuk menu makanannya, rasa nya enak.. Daging ayamnya di burgernya crispy.. Minumnya juga apalagi yang di menu Paket..strawberry apa gitu (ada di foto) 😁

☺👍👍👍👍",5
97,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,sa dewi,"kopi pagi
buka jam 08.00
black/white 15k 08.00-11.00
latte 3/5
meja 4/5
bersih
rootopnya yoi
nugas-able
mushola ready!!",4
98,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Anisa Winda Sari,"Suasananya nyamannn, kopinya enakk, burgernya enakk, servicenya excellent, paymentnya mudah, ada photobox jugaa..
Cocok buat nugas, cocok buat nongkrong, cocok buat sama ayang, atau yang datang sendiri kaya gw juga cocok 😌",5
99,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Tyas Titi,"Beli hotdog dan sausnya beda ga kayak saus lainnya.  Kopinya juga enak, rasanya pas. Suasanya juga okee.  Asiknya ada fotobox terus bayarnya cuma pake qris 35k, udah dapet 2 cetakan.",5
100,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Samuel Wicaksana Jati,"Tempatnya enak buat nongkrong atau mungkin ngerjain tugas terutama yg lantai 2 deket kasir karena ber ac, makanan dan minumannya juga enak. Harganya juga cocok untuk mahasiswa.",5
101,ChIJaZf12R5Zei4R7FA67p9nm1c,Journey Coffee & Records,Sidiq Jatra,"cocok buat nugas atau sekedar main santai. nyaman dan yang pasti banyak spot estetik. hotdognya enak tapi lebih baik lagi ditambah sayur, green letuce atau timun tomat pasti tambah enak🤤",5
